NA,s10,s100,s1000,smax,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,length,popdens,wetland,psig0,psig0coef,psigA,psigB,rsig0,rsigA,rsigB
RussianFederation11965,0.1,0.2,0.3,3.3,517,150,100,63,70,74,74,74,34,34,34,34,35.25,35.25,35.25,402.938,0.169,0,0.578425849,2.582799558,0.059937292,6.418042664,0.578425849,0.202266689,8.421746743
RussianFederation9264,0.207,0.431,0.667,3.667,110,5,8,4,11,8.333333333,8.333333333,8.333333333,23.5,23.5,23.5,23.5,28,28,28,102.868,4.837,69.4,21.33726109,81.38924511,0.052765558,5.774307348,21.33726109,0.196410136,7.33733525
UnitedStates4981,0.178,0.366,0.564,3.564,1079,294,239,190,329,286.3333333,286.3333333,286.3333333,293,293,293,293,293,293,293,1045.381,0.086,0,1.62452028,5.953984151,0.051484306,5.603658396,1.62452028,0.199665278,6.971047092
UnitedStates4982,0.208,0.43,0.666,3.666,51,1,6,1,4,2,2,2,2.5,2.5,2.5,2.5,6.5,6.5,6.5,212.447,0.142,0,24.99349955,87.89086577,0.047570099,5.537686181,24.99349955,0.196726447,6.750019147
Canada3384,0.209,0.432,0.67,3.67,232,38,52,53,60,50.33333333,50.33333333,50.33333333,56.75,56.75,56.75,56.75,63.75,63.75,63.75,361.607,0.004,0,13.47121375,115.9526062,0.064343276,12.10024159,13.47121375,0.187303856,16.74885582
Canada3452,0.114,0.231,0.349,3.349,459,35,17,15,12,19,19,19,17,17,17,17,12.25,12.25,12.25,716.847,1.153,0,7.728056095,62.05075532,0.064088141,11.2705583,7.728056095,0.188601168,15.5115861
Canada5687,0.213,0.442,0.685,3.685,132,2,2,1,1,0.333333333,0.333333333,0.333333333,0.75,0.75,0.75,0.75,0.75,0.75,0.75,52.841,0,0,1.620736888,11.39115983,0.065688524,9.651559496,1.620736888,0.196125617,13.09091313
Canada5698,0.15,0.307,0.471,3.471,67,2,3,1,1,1,1,1,1.75,1.75,1.75,1.75,0.5,0.5,0.5,76.828,0,0,12.27949832,70.14233004,0.061574475,8.001976628,12.27949832,0.194472396,10.83865533
Canada5762,0.227,0.471,0.733,3.733,673,15,3,5,3,2,2,2,1.75,1.75,1.75,1.75,1.25,1.25,1.25,157.666,0,0,126.7512773,733.1460272,0.062198037,8.062940424,126.7512773,0.194993782,10.96532867
Canada5746,0.254,0.529,0.825,3.825,18,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,5.557,0,0,26.34957201,84.04153632,0.043068195,5.238893427,26.34957201,0.189798724,6.236652204
Canada5747,0.212,0.44,0.683,3.683,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.176,0,0,32.89205432,381.5068287,0.06499783,16.3779963,32.89205432,0.184890863,22.86831898
Canada5748,0.19,0.392,0.606,3.606,72,6,4,7,2,3.333333333,3.333333333,3.333333333,2.75,2.75,2.75,2.75,1.5,1.5,1.5,51.49,0,0,6.106551247,111.2110629,0.058813273,27.09627267,6.106551247,0.169403174,37.10005488
Canada5766,0.211,0.438,0.679,3.679,162,1,1,1,1,0,0,0,0,0,0,0,0,0,0,45.702,0,0,10.16521372,173.7653209,0.057770842,25.40391319,10.16521372,0.172399601,34.546484
Canada5844,0.215,0.447,0.694,3.694,211,1,1,1,1,0,0,0,0,0,0,0,0,0,0,63.602,0,0,2.069883305,31.10470113,0.061340927,21.6085292,2.069883305,0.176706996,29.92049559
Canada5903,0.257,0.535,0.834,3.834,95,9,5,3,3,2.666666667,2.666666667,2.666666667,1,1,1,1,2,2,2,56.088,0,0,2.158357605,26.81362542,0.063357814,17.72536359,2.158357605,0.184137319,24.55312141
Canada5908,0.306,0.639,1,4,2145,102,38,37,34,24.66666667,24.66666667,24.66666667,23,23,23,23,24,24,24,710.13,0.163,0,3.829723494,63.23924671,0.056757944,24.59908861,3.829723494,0.173053759,33.3315839
Canada6123,0.42,0.884,1.39,4.39,203,3,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,81.532,0,0,9.212128366,88.11120096,0.063880018,13.51504509,9.212128366,0.183769916,18.76097635
Canada6165,0.348,0.729,1.144,4.144,679,6,3,1,3,2,2,2,3.25,3.25,3.25,3.25,1.25,1.25,1.25,114.329,0,0,9.270377956,81.28939372,0.063933017,12.3485855,9.270377956,0.187595448,17.03726472
Canada5092,0.133,0.269,0.409,3.409,280,23,13,21,27,23,23,23,21.25,21.25,21.25,21.25,27.25,27.25,27.25,875.135,2.375,41.808,0.044439078,0.722984298,0.055305034,23.84358316,0.044439078,0.170579724,32.59381538
Canada5100,0.156,0.319,0.489,3.489,62,4,3,2,4,3.666666667,3.666666667,3.666666667,3.5,3.5,3.5,3.5,7,7,7,72.551,0.018,0,0.041520509,0.722570681,0.05678252,25.45212411,0.041520509,0.169046558,35.05115963
Canada5103,0.132,0.268,0.407,3.407,62,1,2,2,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,75.562,0.239,294,0.032425497,0.720791105,0.054465516,33.78741627,0.032425497,0.165272123,45.75667767
Canada5105,0.116,0.234,0.354,3.354,400,9,3,9,8,9,9,9,12.25,12.25,12.25,12.25,13.75,13.75,13.75,767.829,0.251,0,0.031877918,0.720692981,0.05450816,34.18290597,0.031877918,0.160161672,47.12941569
Canada5108,0.115,0.232,0.351,3.351,68,1,1,1,1,0.333333333,0.333333333,0.333333333,0.75,0.75,0.75,0.75,0.5,0.5,0.5,60.394,0.239,0,0.034794509,0.721651374,0.055068631,31.20081383,0.034794509,0.166720039,41.97973998
Denmark7080,0.119,0.241,0.366,3.366,16,1,1,2,1,2,2,2,0.25,0.25,0.25,0.25,0.5,0.5,0.5,31.844,0,0,0.048921185,0.723616032,0.053062906,21.85656116,0.048921185,0.173545883,29.49923692
Denmark7431,0.112,0.226,0.341,3.341,69,16,7,16,2,1.666666667,1.666666667,1.666666667,1,1,1,1,2.75,2.75,2.75,120.369,0.027,0,0.035645395,0.721773932,0.055753882,30.23348726,0.035645395,0.167957307,40.72964531
Denmark7533,0.155,0.319,0.49,3.49,57,2,1,2,1,1,1,1,0,0,0,0,1.75,1.75,1.75,61.879,0.033,0,1.087486772,19.50355281,0.060076935,26.44369064,1.087486772,0.1717053,36.43583697
Denmark7035,0.12,0.242,0.367,3.367,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8.171,0,0,0.324088978,6.852694079,0.057974125,31.56898976,0.324088978,0.166368692,43.38370108
Denmark7081,0.116,0.235,0.356,3.356,20,1,1,1,1,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,38.289,0.033,0,4.937425301,46.54906475,0.063248719,13.41485848,4.937425301,0.189446527,18.47708367
Denmark7082,0.12,0.243,0.369,3.369,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.919,0,0,14.65403825,133.5345391,0.064144685,12.84366269,14.65403825,0.189002382,17.86100743
Denmark7083,0.112,0.225,0.341,3.341,20,1,1,2,3,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,1,1,1,59.901,0.033,0,46.39774916,591.0354798,0.059318193,18.58433129,46.39774916,0.178472303,25.29585492
Denmark7084,0.14,0.287,0.438,3.438,86,2,2,1,1,1.666666667,1.666666667,1.666666667,1,1,1,1,1.25,1.25,1.25,37.026,0,0,69.73938521,789.6092956,0.060320441,16.21187687,69.73938521,0.177759973,22.49519681
Denmark7085,0.123,0.249,0.378,3.378,77,5,3,2,1,1.333333333,1.333333333,1.333333333,0,0,0,0,1.5,1.5,1.5,50.835,0.033,0,0.128178515,1.092744186,0.060532353,12.09384097,0.128178515,0.185887286,16.41849189
Denmark7086,0.119,0.242,0.367,3.367,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.25,0.25,0.25,52.321,0,0,2.771042802,31.92678227,0.060271656,16.61588671,2.771042802,0.180339635,22.78771825
Denmark7087,0.141,0.289,0.442,3.442,31,4,1,1,1,2.333333333,2.333333333,2.333333333,1,1,1,1,1,1,1,46.793,0.033,0,9.847937131,69.89745716,0.060659658,10.20597069,9.847937131,0.188533998,13.83892816
Denmark7088,0.163,0.335,0.516,3.516,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,26.189,0,0,50.74900206,465.46422,0.060596955,13.12997725,50.74900206,0.179669008,18.12493309
Denmark7089,0.149,0.305,0.467,3.467,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,16.001,0.033,0,0.745946988,14.07913977,0.059062091,28.01146694,0.745946988,0.170577337,38.19786846
Denmark7090,0.126,0.256,0.39,3.39,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.08,0,0,4.304956072,74.43534587,0.050614782,26.64966633,4.304956072,0.170945278,35.44883548
Denmark7091,0.117,0.238,0.36,3.36,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,23.242,0,0,10.34879279,165.9572877,0.058400414,23.95815215,10.34879279,0.172247252,32.65219658
Denmark7092,0.11,0.222,0.336,3.336,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,42.26,0,0,0.034928545,0.721438899,0.060746483,30.84666494,0.034928545,0.174579534,41.92972489
Denmark7093,0.124,0.252,0.384,3.384,34,3,1,5,6,2.666666667,2.666666667,2.666666667,4.5,4.5,4.5,4.5,6.5,6.5,6.5,101.393,0.033,0,0.107672677,2.165259813,0.056109291,30.07693501,0.107672677,0.167531073,40.60054975
Denmark7094,0.209,0.437,0.678,3.678,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,13.917,0,0,0.079671328,1.803024479,0.055303811,34.40926134,0.079671328,0.163353591,46.98536397
Denmark7095,0.121,0.245,0.372,3.372,3,1,1,1,1,0,0,0,1,1,1,1,0,0,0,44.142,0.033,0,0.086089312,1.803738908,0.056170148,31.35843642,0.086089312,0.166070412,42.64161291
Denmark7096,0.136,0.279,0.427,3.427,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,40.811,0,0,8.327055591,129.4457337,0.058009974,23.12647303,8.327055591,0.172931913,31.45531971
Denmark7097,0.118,0.239,0.363,3.363,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,24.332,0.033,0,0.667004791,12.99579985,0.058084653,29.04916692,0.667004791,0.169145446,39.89172564
Denmark7098,0.135,0.275,0.42,3.42,19,1,2,2,1,0,0,0,0,0,0,0,0,0,0,58.97,0,0,0.220760244,4.331591876,0.055781621,29.57952061,0.220760244,0.170061986,39.95816524
Denmark7099,0.121,0.246,0.374,3.374,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,17.606,0.033,0,0.178226466,3.608831123,0.057012611,30.43113179,0.178226466,0.166892504,41.50243809
Denmark7100,0.124,0.253,0.385,3.385,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11.014,0,0,0.036571289,0.72188182,0.050339965,30.44667733,0.036571289,0.166141367,40.1266377
Denmark7101,0.125,0.253,0.385,3.385,2,4,7,11,14,8.333333333,8.333333333,8.333333333,3.5,3.5,3.5,3.5,1.25,1.25,1.25,166.433,0.033,0,0.561185949,11.5458741,0.056578752,31.19340172,0.561185949,0.166389229,42.67102567
Denmark7102,0.144,0.296,0.453,3.453,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,23.485,0,1575,0.516435489,9.749470066,0.057912268,28.14455925,0.516435489,0.168518367,38.81588362
Denmark7103,0.131,0.266,0.406,3.406,73,22,16,21,16,14.33333333,14.33333333,14.33333333,5.75,5.75,5.75,5.75,4.75,4.75,4.75,276.716,0.033,0,6.220634581,92.62634154,0.059978869,21.90193893,6.220634581,0.172694508,30.18958727
Denmark7197,0.121,0.245,0.371,3.371,137,19,16,20,14,14.33333333,14.33333333,14.33333333,15.75,15.75,15.75,15.75,20.5,20.5,20.5,1662.742,0.031,0,0.986382257,18.05974433,0.058351841,27.28797021,0.986382257,0.168165392,37.74329208
Denmark7217,0.116,0.234,0.354,3.354,4,4,3,5,5,3,3,3,6,6,6,6,4,4,4,561.09,0.033,0,2.465995118,42.63792091,0.058469498,25.7309579,2.465995118,0.171643428,35.33274268
Denmark8291,0.115,0.231,0.35,3.35,1,1,1,1,1,0,0,0,2.5,2.5,2.5,2.5,0.5,0.5,0.5,229.533,0.033,0,15.9660023,270.3732873,0.058907797,25.13251475,15.9660023,0.17144489,34.62168352
Denmark7193,0.132,0.269,0.409,3.409,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,177.436,0.033,0,3.069183384,53.11582319,0.058790154,25.69265467,3.069183384,0.172331808,35.23880193
Denmark7194,0.132,0.269,0.409,3.409,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18.574,0,0,2.93157337,47.72072834,0.06139139,23.71130482,2.93157337,0.173462719,32.89504101
Denmark7195,0.118,0.237,0.359,3.359,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,74.357,0.033,0,0.310988093,5.419862822,0.059746413,25.48556868,0.310988093,0.172104819,35.07406255
Denmark7196,0.235,0.487,0.755,3.755,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,14.092,0,0,0.539840538,10.11160957,0.05226384,28.78723717,0.539840538,0.168596653,38.49679612
Denmark7207,0.119,0.241,0.365,3.365,1,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,383.225,0.033,0,0.370980655,7.572940581,0.056897181,30.67194149,0.370980655,0.166172137,42.32794706
Denmark7208,0.121,0.244,0.371,3.371,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9.31,0,0,0.415221911,7.943655205,0.056276156,28.9067597,0.415221911,0.168035742,39.42030612
Denmark7209,0.125,0.253,0.384,3.384,2,1,1,1,1,0.333333333,0.333333333,0.333333333,1,1,1,1,2.5,2.5,2.5,131.068,0.033,0,3.313172608,15.50173793,0.055996945,6.830979876,3.313172608,0.192649435,8.943916468
Denmark7210,0.206,0.425,0.657,3.657,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,13.967,0,0,0.112984134,1.090612832,0.061005342,13.75302566,0.112984134,0.183335791,18.75252032
Denmark7211,0.127,0.258,0.393,3.393,1,1,3,1,2,0,0,0,0.5,0.5,0.5,0.5,0.25,0.25,0.25,47.465,0.033,0,1.750571353,21.39074235,0.060358352,17.61205916,1.750571353,0.179444181,24.196281
Denmark7192,0.129,0.26,0.395,3.395,129,38,7,1,1,0,0,0,0,0,0,0,0,0,0,41.791,0.033,0,0.115766885,1.091003232,0.060511799,13.45669593,0.115766885,0.17789985,18.63205442
Denmark7199,0.14,0.286,0.437,3.437,202,61,46,39,20,38.66666667,38.66666667,38.66666667,34.25,34.25,34.25,34.25,21.5,21.5,21.5,736.391,0.032,0,0.307340738,2.909141289,0.063223511,13.36827253,0.307340738,0.185059422,18.53544359
Denmark7200,0.15,0.305,0.467,3.467,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0.384157858,3.636424003,0.063187468,13.37216392,0.384157858,0.186575405,18.49822289
Denmark7201,0.166,0.341,0.523,3.523,113,5,1,1,2,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.701,0,0,4.059770658,16.66394133,0.051840558,6.168696938,4.059770658,0.191766108,7.905453007
Denmark7202,0.182,0.374,0.576,3.576,106,9,1,1,1,0,0,0,0,0,0,0,0,0,0,37.091,0,0,0.402780172,6.86635601,0.055199875,25.65174048,0.402780172,0.172466373,34.29701571
Denmark7203,0.14,0.286,0.437,3.437,110,11,13,16,12,13,13,13,14.75,14.75,14.75,14.75,18.5,18.5,18.5,535.607,0.033,0,0.118353563,2.167118715,0.058736246,26.92070716,0.118353563,0.172170454,36.75905733
Denmark7204,0.176,0.362,0.557,3.557,39,12,10,6,4,4.333333333,4.333333333,4.333333333,5.75,5.75,5.75,5.75,5.5,5.5,5.5,109.785,0,0,1.598699787,30.69158849,0.057049316,28.80748036,1.598699787,0.165587873,39.74753013
Denmark7205,0.13,0.264,0.402,3.402,124,8,1,1,5,7,7,7,7.75,7.75,7.75,7.75,5,5,5,373.588,0.033,0,0.977000441,19.84999139,0.05668332,30.49960708,0.977000441,0.165275196,42.03427565
Denmark7212,0.192,0.397,0.611,3.611,3,3,2,2,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1,6.876,0,0,4.329401259,90.20915652,0.056489001,31.43528142,4.329401259,0.164144672,43.29214147
Denmark7213,0.175,0.358,0.551,3.551,1,1,2,2,1,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0,14.73,0,0,0.269822656,4.338451288,0.060058183,23.2413083,0.269822656,0.174620304,31.92679899
Denmark7214,0.136,0.276,0.42,3.42,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.966,0,0,3.955566203,61.2775095,0.059245386,22.80484575,3.955566203,0.175887784,31.03603293
Denmark7215,0.124,0.251,0.381,3.381,1,1,3,2,1,2.666666667,2.666666667,2.666666667,2.25,2.25,2.25,2.25,1.5,1.5,1.5,46.288,0.033,0,0.051496014,0.723983124,0.053671269,20.44772943,0.051496014,0.176909506,27.61672114
Denmark7216,0.176,0.362,0.557,3.557,4,2,2,8,1,8,8,8,0.5,0.5,0.5,0.5,5.75,5.75,5.75,19.602,0,0,1.565879395,18.49693896,0.061489078,16.8768084,1.565879395,0.18115123,23.27623701
Denmark7219,0.136,0.276,0.42,3.42,21,31,22,24,22,23.66666667,23.66666667,23.66666667,62.25,62.25,62.25,62.25,70.5,70.5,70.5,559.494,0.033,0,0.165300322,2.173459669,0.057113546,18.99342208,0.165300322,0.179609962,25.81137535
Denmark7225,0.138,0.281,0.428,3.428,1398,43,50,49,40,70.66666667,70.66666667,70.66666667,108.25,108.25,108.25,108.25,90.5,90.5,90.5,809.846,0.033,0,5.292481841,75.28524332,0.058826591,20.88489118,5.292481841,0.176931454,28.27252069
Denmark7226,0.199,0.411,0.635,3.635,46,21,40,32,24,20,20,20,20.5,20.5,20.5,20.5,27.75,27.75,27.75,74.313,0,0,1.992915,27.87492431,0.060466621,20.25942298,1.992915,0.177809949,27.69791006
Denmark7227,0.132,0.269,0.409,3.409,3539,182,137,140,116,84.66666667,84.66666667,84.66666667,76,76,76,76,52,52,52,799.373,0.033,0,2.367081913,27.56885501,0.061617705,16.6464725,2.367081913,0.181338258,22.93182193
Denmark7229,0.119,0.24,0.364,3.364,2279,252,126,88,69,68,68,68,45,45,45,45,33.5,33.5,33.5,642.183,0.033,0,5.170022254,77.05947593,0.056910571,22.18690538,5.170022254,0.177137037,29.59475275
Denmark7232,0.114,0.23,0.348,3.348,1467,179,132,141,102,104.6666667,104.6666667,104.6666667,100,100,100,100,80,80,80,2864.428,0.033,0,4.797221219,75.77024066,0.058805038,23.35795527,4.797221219,0.17346472,31.83819864
Denmark8248,0.186,0.385,0.593,3.593,5,1,1,1,2,8.333333333,8.333333333,8.333333333,15.75,15.75,15.75,15.75,8.5,8.5,8.5,81.444,0.033,0,26.26084597,215.3964275,0.061606102,11.73217314,26.26084597,0.184924565,16.10990104
Denmark8250,0.186,0.383,0.59,3.59,743,1,1,1,1,0,0,0,0,0,0,0,0,0,0,141.204,0.033,0,252.9176663,4055.703079,0.056405186,24.06874898,252.9176663,0.171384655,32.7810968
Denmark8272,0.209,0.433,0.669,3.669,701,1,1,1,1,0,0,0,0,0,0,0,0,0,0,110.895,0.033,0,31.55218803,530.6117739,0.057815245,25.19768458,31.55218803,0.172328016,34.70401852
Denmark8280,0.244,0.506,0.785,3.785,153,29,17,13,9,3.666666667,3.666666667,3.666666667,1,1,1,1,0.5,0.5,0.5,107.327,0.033,0,8.895059327,56.77852023,0.055319595,9.506020624,8.895059327,0.181222799,12.79185884
Denmark8282,0.123,0.249,0.378,3.378,182,1,1,1,1,0,0,0,1,1,1,1,1,1,1,54.612,0.033,0,30.43817658,378.1247688,0.05591269,18.70653284,30.43817658,0.1764241,24.94023675
Denmark8283,0.153,0.313,0.478,3.478,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.276,0,0,9.40818184,103.1104734,0.057597352,16.25403543,9.40818184,0.178732876,21.94859681
Denmark8284,0.127,0.257,0.39,3.39,3,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.25,0.25,0.25,51.369,0.033,0,1110.368361,10732.38757,0.057625227,14.37057085,1110.368361,0.185744746,19.42096414
Denmark8285,0.122,0.247,0.375,3.375,150,1,1,4,1,4.666666667,4.666666667,4.666666667,0,0,0,0,3,3,3,143.845,0.033,0,7.256545799,112.544642,0.054009663,23.71902003,7.256545799,0.167543517,32.10403013
Denmark8286,0.132,0.268,0.407,3.407,71,4,1,1,1,0,0,0,0,0,0,0,2,2,2,116.267,0.033,0,1.34052029,23.4725958,0.056813396,26.26562215,1.34052029,0.16790742,36.16906575
Denmark8287,0.118,0.239,0.362,3.362,52,1,1,5,1,0.333333333,0.333333333,0.333333333,1.25,1.25,1.25,1.25,0,0,0,93.868,0.033,0,7.790916038,78.16969362,0.054033904,15.19814801,7.790916038,0.179198587,20.04169436
Denmark8289,0.148,0.301,0.46,3.46,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,104.044,0.033,0,0.180325619,1.817711881,0.053789897,14.91105958,0.180325619,0.173994387,20.18594862
Denmark8290,0.12,0.242,0.367,3.367,54,9,5,4,14,3.666666667,3.666666667,3.666666667,4.75,4.75,4.75,4.75,3,3,3,302.921,0.033,0,1.471625317,14.9044466,0.056422616,15.0333391,1.471625317,0.178739799,20.11470447
Denmark8293,0.197,0.406,0.626,3.626,1,1,1,1,1,0,0,0,0,0,0,0,3.25,3.25,3.25,57.417,0.033,0,0.633376882,8.694566157,0.057309977,20.52986531,0.633376882,0.172830458,27.88777637
Denmark8307,0.155,0.317,0.486,3.486,133,17,2,5,6,2,2,2,11.75,11.75,11.75,11.75,13,13,13,315.764,0.033,0,12.94565472,151.3215701,0.055775227,17.6441341,12.94565472,0.177817464,23.54538287
Denmark7206,0.157,0.321,0.492,3.492,1,1,1,1,1,1.666666667,1.666666667,1.666666667,3.75,3.75,3.75,3.75,5,5,5,33.488,0,0,0.83264095,8.720625387,0.058571072,15.32301277,0.83264095,0.177869222,20.87709969
Denmark7220,0.141,0.287,0.438,3.438,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,44.125,0,0,2.772841151,34.09115728,0.058842286,18.18976573,2.772841151,0.175591926,24.80157289
Denmark7221,0.146,0.298,0.456,3.456,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.929,0,0,0.901396985,11.24091609,0.059295959,18.37916878,0.901396985,0.175132935,25.08295054
Denmark7222,0.158,0.324,0.496,3.496,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.168,0,0,1.068289455,10.57260565,0.055905167,14.61427595,1.068289455,0.180494369,19.56445729
Denmark7223,0.172,0.352,0.54,3.54,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8.937,0,0,0.107776769,1.090596076,0.050854817,15.13200172,0.107776769,0.177993709,20.02429522
Denmark7224,0.157,0.321,0.492,3.492,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,29.063,0,0,1.329217718,13.4508503,0.056910867,14.96375879,1.329217718,0.1797281,20.11527116
Denmark7228,0.166,0.34,0.523,3.523,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,13.985,0,0,38.49775365,611.6485959,0.056390406,24.08353094,38.49775365,0.169803558,32.82415074
Denmark8294,0.211,0.437,0.675,3.675,5,1,1,1,1,1,1,1,4.75,4.75,4.75,4.75,2.75,2.75,2.75,52.661,0.033,0,127.1382864,1297.057071,0.057779842,15.17933103,127.1382864,0.178728238,20.34327313
Denmark8295,0.191,0.393,0.606,3.606,57,11,6,10,11,5.666666667,5.666666667,5.666666667,6.5,6.5,6.5,6.5,8.75,8.75,8.75,61.589,0.033,0,126.1057129,1315.594711,0.056496283,15.61778512,126.1057129,0.179751661,20.88104
Denmark8296,0.166,0.341,0.524,3.524,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,42.943,0.033,0,14.51203462,119.9584941,0.05713199,12.196845,14.51203462,0.182177761,16.44755775
Denmark8297,0.189,0.39,0.601,3.601,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.954,0,0,218.4702291,2921.131545,0.058274349,19.9440845,218.4702291,0.173397991,27.3092428
Denmark8298,0.163,0.334,0.512,3.512,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10.614,0.033,0,0.898082596,11.95364661,0.057987205,19.67778346,0.898082596,0.174808989,26.75538583
Denmark8299,0.152,0.311,0.475,3.475,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,28.298,0.033,0,3.071356184,40.21464881,0.054077782,19.91143507,3.071356184,0.174516486,26.36639082
Denmark8300,0.244,0.508,0.787,3.787,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,31.787,0,0,0.085753006,1.08730999,0.052455408,18.92041036,0.085753006,0.174609481,25.35555219
Denmark8301,0.247,0.513,0.796,3.796,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.356,0,0,5.692823836,69.25499296,0.054236337,18.43714114,5.692823836,0.175098879,24.5744985
Denmark8302,0.233,0.483,0.748,3.748,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11.336,0,0,4.947415106,50.89336842,0.056936488,15.39932492,4.947415106,0.178941307,20.67445952
Denmark8303,0.18,0.371,0.571,3.571,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.962,0,0,3.151132895,42.37764828,0.054515256,20.4120237,3.151132895,0.177105654,26.95007843
Denmark8304,0.23,0.476,0.737,3.737,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6.751,0,0,5.305705487,41.95953607,0.055042959,11.81763854,5.305705487,0.175163087,15.96523647
Denmark8305,0.179,0.368,0.566,3.566,20,5,3,4,5,10.66666667,10.66666667,10.66666667,16.5,16.5,16.5,16.5,19,19,19,151.844,0.032,0,2.373672471,20.4019616,0.05716419,12.65934583,2.373672471,0.181246426,17.15936845
Denmark8306,0.16,0.329,0.505,3.505,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0.75,0.75,0.75,0.75,1.5,1.5,1.5,53.217,0.033,0,7.741727849,77.0362667,0.05805593,14.78356015,7.741727849,0.183643288,20.06239351
Denmark8309,0.18,0.37,0.57,3.57,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,15.127,0.033,0,0.270655816,3.263646182,0.055255592,17.78686721,0.270655816,0.177639663,24.01085568
Denmark8310,0.166,0.34,0.521,3.521,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.685,0,0,34.0677811,460.7024457,0.057160018,20.29492056,34.0677811,0.175915695,27.21315741
Denmark8311,0.188,0.387,0.597,3.597,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.308,0,0,107.5741246,1385.426564,0.056546736,19.35769711,107.5741246,0.175190151,26.09429439
